,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count
228,Italian,Salad,,,33.7180617659273,"Huntington Beach, CA",-117.989608661377,Olive Garden Italian Restaurant,False,$$,3.5,539
229,Chicken Wings,Pizza,Sports Bars,,33.69651,"Huntington Beach, CA",-117.98836,Wings 'N Things Grill,False,$$,3.5,413
230,Mediterranean,Greek,Salad,,33.67619,"Huntington Beach, CA",-117.98806,Luna Grill - Newland Center,False,$$,4.0,170
231,Thai,Asian Fusion,,,33.721179,"Huntington Beach, CA",-117.988491,Phuket Thai Restaurant,False,$$,4.0,488
232,Gastropubs,American (New),American (Traditional),,46.855567,"Fargo, ND",-96.854301,Lucky's 13 Pub,False,$$,4.0,165
233,American (New),,,,46.8464012145996,"Fargo, ND",-96.8188858032227,Doolittles Woodfire Grill,False,$$,4.0,136
234,Mexican,American (Traditional),,,46.876391,"Fargo, ND",-96.825996,Mango's Mexican and American Grill,False,$$,4.5,100
235,Indian,Himalayan/Nepalese,,,46.85963,"Fargo, ND",-96.81873,Himalayan Yak,False,$$,4.5,47
236,Wine Bars,American (New),Coffee & Tea,,46.85629,"Fargo, ND",-96.7986249,Luna Fargo,False,$$,4.5,55
237,Vietnamese,,,,46.832169,"Fargo, ND",-96.805983,Viet Palace,False,$,4.5,56
238,African,,,,46.860877,"Fargo, ND",-96.818521,Rugsan East African Cuisine,False,$$,4.5,22
239,Breweries,American (Traditional),Breakfast & Brunch,,46.8559300942077,"Fargo, ND",-96.8501852525915,Granite City Food & Brewery,False,$$,3.5,143
240,Thai,,,,46.8598762467467,"Fargo, ND",-96.8184725285067,LeeLa Thai Cuisine,False,$$,4.0,41
241,American (New),Burgers,Beer Bar,,46.86274,"Fargo, ND",-96.83635,Sickies Garage Burgers & Brews,False,$$,3.5,112
242,African,,,,46.862019298448,"Fargo, ND",-96.8176097372892,Madina Cuisine,False,$,5.0,19
243,Japanese,Sushi Bars,,,46.8635802208178,"Fargo, ND",-96.8454587459564,Osaka Sushi & Hibachi,False,$$,3.5,48
244,Mexican,,,,46.8635,"Fargo, ND",-96.83936,Acapulco Mexican Restaurant,False,$,3.5,60
245,Chinese,,,,46.85486,"Fargo, ND",-96.799,Great Wall Chinese Restaurant,False,$$,4.0,36
246,American (New),Tapas/Small Plates,American (Traditional),,46.85635,"Fargo, ND",-96.85239,Urban 42,False,$$$,2.5,19
247,Steakhouses,American (Traditional),Seafood,,46.830587,"Fargo, ND",-96.8010645,Cork 'N Cleaver,False,$$$,2.5,36
248,Music Venues,Burgers,Sports Bars,,46.8572132,"Fargo, ND",-96.8518517,Shotgun Sallys Fargo,False,$$,3.0,58
249,Mexican,,,,46.8669935,"Fargo, ND",-96.8441207,Paradiso Mexican Restaurant,False,$$,2.5,82
250,Chinese,Buffets,Seafood,,46.860546,"Fargo, ND",-96.825477,Giant Panda,False,$,3.5,26
251,Greek,,,,46.8334,"Fargo, ND",-96.80579,Cafe Aladdin,False,$$,4.0,34
252,Cajun/Creole,Breakfast & Brunch,,,46.8431799,"Fargo, ND",-96.8004,The Cajun Cafe,False,$$,4.0,54
253,Japanese,Sushi Bars,,,46.857871,"Fargo, ND",-96.853236,Kobe's Japanese Cuisine,False,$$,3.5,70
254,Cupcakes,Gluten-Free,Bakeries,,46.8583732121081,"Fargo, ND",-96.8317974956648,Mehl's Gluten-Free Bakery,False,$$,5.0,13
255,Chicken Wings,American (Traditional),Sports Bars,,46.857856,"Fargo, ND",-96.851974,Buffalo Wild Wings,False,$$,3.5,20
256,Middle Eastern,Greek,,,46.8620668981274,"Fargo, ND",-96.8282403341149,Cafe Aladdin,False,$$,4.5,14
257,American (Traditional),Bars,Tex-Mex,,46.859276,"Fargo, ND",-96.848859,Chili's,False,$$,3.5,10
258,Burgers,Pubs,Beer Bar,,46.8321342468262,"Fargo, ND",-96.8538513183594,JL Beers,False,$$,4.0,33
259,Fast Food,,,,46.8614253766178,"Fargo, ND",-96.85046,Chick-fil-A West Acres,False,$,4.0,20
260,Chinese,,,,46.83447,"Fargo, ND",-96.82179,Shanghai Chinese Restaurant,False,$$,3.0,17
261,Italian,Salad,,,46.8623094,"Fargo, ND",-96.8573134496681,Olive Garden Italian Restaurant,False,$$,3.0,26
262,Mexican,Food Stands,,,46.8829578,"Fargo, ND",-96.7988311,Luchadores Taqueria,False,$,4.0,7
263,Seafood,American (Traditional),,,46.86251,"Fargo, ND",-96.85285,Red Lobster,False,$$,3.0,36
264,Sports Bars,American (Traditional),,,46.87491,"Fargo, ND",-96.84281,O'kelly's Tastes & Toddies,False,$$$,3.5,6
265,Pizza,,,,46.85451,"Fargo, ND",-96.799,Duane's House of Pizza,False,$$,3.5,30
266,Pool Halls,Gastropubs,American (Traditional),,46.83121,"Fargo, ND",-96.85615,Fargo Billiards & Gastropub,False,$$,3.0,33
267,Burgers,American (Traditional),,,46.8452796936035,"Fargo, ND",-96.8203353881836,Ruby Tuesday,False,$$,3.0,21
268,Noodles,,,,46.831963,"Fargo, ND",-96.822336,Noodles & Company,False,$,4.0,9
269,American (Traditional),Sports Bars,Burgers,,46.861021,"Fargo, ND",-96.825292,Applebee's Grill + Bar,False,$$,3.5,12
270,American (Traditional),,,,46.87459,"Fargo, ND",-96.79923,Mom's Diner,False,$$,3.0,16
271,Donuts,Delis,Breakfast & Brunch,,46.86198,"Fargo, ND",-96.82791,Sweet Rings Donuts & Deli.,False,$,3.5,17
272,Pizza,,,,46.8422612270643,"Fargo, ND",-96.7994166610061,Happy Joe's Pizza & Ice Cream Parlor,False,$,3.5,18
273,Burgers,American (Traditional),,,46.834997,"Fargo, ND",-96.822069,Hi-Ho Burgers & Brews,False,$,2.5,15
274,Breakfast & Brunch,Coffee & Tea,Comfort Food,,46.85533,"Fargo, ND",-96.79899,CJ's Kitchen,False,$,3.5,51
275,Mexican,,,,32.7083856166426,"Grand Prairie, TX",-96.9946916989489,Guanataco,False,$,4.0,231
276,Barbeque,,,,32.7446399,"Grand Prairie, TX",-97.0093799,Gordo's BBQ & Grill,False,$$,4.0,82
277,Barbeque,,,,32.7381963028931,"Grand Prairie, TX",-96.9949963431212,Mike's Real Pit Bar-B-Q,False,$,4.5,75
278,Italian,Bars,,,32.7453,"Grand Prairie, TX",-97.00377,Roma's Italian Bistro,False,$$,4.0,93
279,Italian,,,,32.7456035480766,"Grand Prairie, TX",-97.004001488339,Tuscany's Pasta & Pizza,False,$,4.0,91
280,Cajun/Creole,Cocktail Bars,,,32.7101822,"Grand Prairie, TX",-97.0129272,The Daiquiri Shoppe,False,$,4.0,138
281,Mexican,,,,32.709197,"Grand Prairie, TX",-97.014053,Pollo Salsa,False,$,4.0,56
282,Mexican,,,,32.74433,"Grand Prairie, TX",-97.00237,Habaneros,False,$,3.5,50
283,Burgers,,,,32.7099649437474,"Grand Prairie, TX",-97.017966669288,Jimmys Big Burger,False,$,4.0,40
284,Barbeque,,,,32.6986508,"Grand Prairie, TX",-96.9853451,Eddlemon's,False,$,5.0,11
285,Fast Food,,,,32.74973,"Grand Prairie, TX",-96.96663,Theo's Drive-In,False,$,4.5,37
286,Mexican,Breakfast & Brunch,Tex-Mex,,32.748962,"Grand Prairie, TX",-96.980995,Dallas Tamales Cafe,False,$$,4.5,62
287,Burgers,American (Traditional),Sandwiches,,32.7444000244141,"Grand Prairie, TX",-96.9953308105469,Jimmy's Burgers,False,$,4.5,26
288,Seafood,,,,32.74496,"Grand Prairie, TX",-97.00797,Pappy's Catfish & More,False,$$,4.5,15
289,African,,,,32.6987457,"Grand Prairie, TX",-97.0153885,Yemsade Restaurant,False,$$,4.5,34
290,Chinese,,,,32.7460861206055,"Grand Prairie, TX",-96.9996185302734,Joy Luck,False,$,4.0,17
291,Japanese,Korean,Chinese,,32.74258,"Grand Prairie, TX",-97.01632,Papa Sam,False,$,3.5,45
292,American (Traditional),Bars,,,32.7433916,"Grand Prairie, TX",-97.0141449,Theo's Grill & Bar,False,$,4.0,38
293,Mexican,,,,32.7210197,"Grand Prairie, TX",-96.995491,El Carreton Tortilleria,False,$,4.0,7
294,Barbeque,,,,32.7109313007072,"Grand Prairie, TX",-96.9946871243635,Outlaw's Barbeque,False,$,2.5,72
295,African,,,,32.7093189954758,"Grand Prairie, TX",-97.0004910975695,Suya Stop,False,$,4.5,9
296,Mexican,,,,32.7453308105469,"Grand Prairie, TX",-97.0001602172852,Don Juan's Romantic Mexican Food,False,$,4.0,61
297,Chinese,,,,32.7346416,"Grand Prairie, TX",-97.0151943,Pearl Chinese Restaurant Plus Carrier Chicken & Seafood,False,$$,3.5,11
298,Mexican,,,,32.7092351,"Grand Prairie, TX",-97.0010039,Tortilleria La Nueva Puntada,False,$,4.0,15
299,Mexican,,,,32.7495193,"Grand Prairie, TX",-96.9776688,Taqueria El Regio,False,$,4.5,10
300,Chinese,,,,32.7076873779297,"Grand Prairie, TX",-96.9926986694336,Golden Gate,False,$,3.0,22
301,Mexican,,,,32.7448008479392,"Grand Prairie, TX",-97.0107492512824,Monterey's Little Mexico,False,$,3.5,64
302,Seafood,Mexican,,,32.745407,"Grand Prairie, TX",-96.99855,Agua Azul,False,$$,3.5,33
303,Salvadoran,,,,32.7106656,"Grand Prairie, TX",-97.0134427,Restaurant El Mana,False,$$,4.0,13
304,Caterers,African,,,32.71007,"Grand Prairie, TX",-97.021757,Kemi's Kitchen,False,$$,4.0,30
305,Mexican,,,,32.74453,"Grand Prairie, TX",-96.99144,El Atoron Taqueria & Restaurant,False,$,4.0,9
306,Mexican,Breakfast & Brunch,Desserts,,32.72004,"Grand Prairie, TX",-97.01402,Eva's Mexican Food & Taqueria,False,$,4.0,24
307,Mexican,Bars,Seafood,,32.7089767456055,"Grand Prairie, TX",-97.0081253051758,Rio Bravo Bar,False,$,3.0,57
308,Mexican,Caterers,,,32.7477,"Grand Prairie, TX",-97.0072,La Antorcha Taco Catering Service,False,$,5.0,9
309,Bakeries,Mexican,Breakfast & Brunch,,32.73567,"Grand Prairie, TX",-97.00429,Rodriguez Bakery & Restaurant,False,$,4.0,33
310,Buffets,Chinese,,,32.71023,"Grand Prairie, TX",-97.0191399,Yes Buffet,False,$,2.5,51
311,Mexican,,,,32.709068,"Grand Prairie, TX",-97.009361,Los Lupes Cafeteria,False,$,2.5,47
312,Chicken Wings,,,,32.7099495,"Grand Prairie, TX",-97.0032883,Williams Chicken,False,$,4.0,11
313,Chicken Wings,,,,32.70891,"Grand Prairie, TX",-97.00021,Wingstop,False,$,1.5,30
314,Fast Food,,,,32.7461,"Grand Prairie, TX",-96.9991299,Luci's Chicken -N- Rice,False,$,3.0,6
315,Mexican,Bakeries,,,32.7103996,"Grand Prairie, TX",-97.0133514,La Tapatia Bakery & Mexican Products,False,$,4.5,13
316,American (Traditional),Pubs,Gastropubs,,37.3363226652145,"San Jose, CA",-121.893842965364,Firehouse No.1 Gastropub,False,$$,4.0,1445
317,Caribbean,American (Traditional),,,37.33673,"San Jose, CA",-121.8926,Back A Yard,False,$$,4.0,1849
318,American (New),Burgers,Sandwiches,,37.3313634,"San Jose, CA",-121.8918385,Our House,False,$$,4.5,298
319,German,Bars,Venues & Event Spaces,,37.34044,"San Jose, CA",-121.89275,Ludwigs German Table,False,$$,4.0,422
320,Brazilian,Steakhouses,,,37.3330206602097,"San Jose, CA",-121.892091400545,Taurinus Brazilian Steak House,False,$$$,4.0,900
321,Italian,,,,37.336166540678,"San Jose, CA",-121.89867135144,Paesano Ristorante Italiano,False,$$,4.0,885
322,American (New),Breakfast & Brunch,Salad,,37.308203,"San Jose, CA",-121.901284,The Table,False,$$,4.0,2622
323,Cocktail Bars,American (New),,,37.3350126347807,"San Jose, CA",-121.889442006445,Paper Plane,False,$$,4.0,1181
324,French,Vietnamese,Cocktail Bars,,37.33346,"San Jose, CA",-121.8872951,Élyse Restaurant,False,$$,4.5,177
325,Tapas/Small Plates,Wine Bars,Whiskey Bars,,37.336178007464,"San Jose, CA",-121.893876187673,District San Jose,False,$$,4.0,205
326,Mediterranean,Italian,,,37.30407,"San Jose, CA",-121.89831,Siena Bistro,False,$$,4.0,474
327,Music Venues,Bars,Food Court,,37.3366485,"San Jose, CA",-121.8941835,San Pedro Square Market,False,$$,4.5,909
328,Korean,,,,37.3367777,"San Jose, CA",-121.8890072,HOM Korean Kitchen,False,$,4.0,716
329,Seafood,Fish & Chips,Chicken Shop,,37.33638,"San Jose, CA",-121.88988,The City Fish,False,$,4.5,896
330,Vietnamese,Asian Fusion,,,37.32861,"San Jose, CA",-121.85831,Sizzle Spot,False,$$,4.0,618
331,Breakfast & Brunch,Waffles,American (Traditional),,37.3233361973483,"San Jose, CA",-121.914061851012,The Breakfast Club,False,$$,4.0,1709
332,Greek,Mediterranean,,,37.3092867427984,"San Jose, CA",-121.887104945135,Souvlaki's Greek Skewers,False,$$,4.5,868
333,Vietnamese,,,,37.3417699,"San Jose, CA",-121.87951,Vung Tau Restaurant,False,$$,4.0,1400
334,Seafood,Bars,Venues & Event Spaces,,37.3318048646183,"San Jose, CA",-121.891520633101,Scott's Seafood,False,$$$,3.5,964
335,Restaurants,,,,37.304512408122,"San Jose, CA",-121.89778667565,Vin Santo Ristorante,False,$$,4.0,559
336,American (Traditional),Gastropubs,,,37.3351799347696,"San Jose, CA",-121.893162662952,The Farmers Union,False,$$,3.5,917
337,Mexican,,,,37.3219760070575,"San Jose, CA",-121.879228583685,Chavelas Restaurant,False,$,4.5,235
338,Barbeque,Hawaiian,Soul Food,,37.339045,"San Jose, CA",-121.8838748,Matiki Island BBQ,False,$$,4.5,192
339,Vietnamese,Soup,,,37.32861,"San Jose, CA",-121.85831,Bun Bo Hue An Nam,False,$$,4.0,1730
340,Mexican,,,,37.3330684770691,"San Jose, CA",-121.914127461814,Zona Rosa,False,$$,4.0,897
341,Burmese,Chinese,Thai,,37.308871,"San Jose, CA",-121.899619,Sweet Mango,False,$$,4.0,969
342,Vietnamese,,,,37.33017,"San Jose, CA",-121.88654,Vietnoms,False,$$,4.0,154
343,Italian,Wine Bars,Pizza,,37.3350416613389,"San Jose, CA",-121.898000658064,Enoteca La Storia - San Jose,False,$$,4.0,179
344,American (Traditional),Desserts,Italian,,37.329002,"San Jose, CA",-121.88446,Orchestria Palm Court,False,$$,4.5,149
345,Brewpubs,American (Traditional),Asian Fusion,,37.3349600020194,"San Jose, CA",-121.88979892228,Skewers & Brew,False,$,4.5,86
346,Cocktail Bars,Asian Fusion,Pizza,,37.3352859388708,"San Jose, CA",-121.88993498683,Nomikai,False,$$,4.0,284
347,American (New),French,Brasseries,,37.3067996606855,"San Jose, CA",-121.899684849108,Black Sheep Brasserie,False,$$$,3.5,455
348,Tapas/Small Plates,Cideries,,,37.31027,"San Jose, CA",-121.89585,The Cider Junction,False,$$,4.5,198
349,Steakhouses,,,,37.3353545,"San Jose, CA",-121.8980556,Henry's World Famous Hi-Life,False,$$,3.5,1569
350,Burgers,Halal,American (Traditional),,37.3083885,"San Jose, CA",-121.9008297,Main Street Burgers,False,$$,4.0,811
351,Greek,,,,37.335210678353,"San Jose, CA",-121.892775829557,Nick The Greek,False,$$,4.0,723
352,Greek,Mediterranean,Cocktail Bars,,37.3344870438572,"San Jose, CA",-121.88913108731,Nemea Greek Taverna,False,$$$,4.0,731
353,Seafood,Mexican,Latin American,,37.3036,"San Jose, CA",-121.91402,Mavericks Mexican Grill,False,$$,4.5,606
354,American (New),Bars,,,37.30686,"San Jose, CA",-121.90035,Braise,False,$$$,4.0,213
355,French,Supper Clubs,,,37.3393128488432,"San Jose, CA",-121.887830825091,Underground Dining At Naglee Park,False,$$$$,5.0,9
356,Sandwiches,Italian,,,37.30458,"San Jose, CA",-121.89858,Bertucelli's La Villa,False,$$,4.5,988
357,Bars,American (Traditional),Venues & Event Spaces,,37.33607,"San Jose, CA",-121.89427,SP2 Communal Bar + Restaurant,False,$$,3.5,1028
358,Thai,Asian Fusion,,,37.33307,"San Jose, CA",-121.91434,Tee Nee Thai Cuisine,False,$$,4.0,814
359,Lounges,American (New),Cocktail Bars,,37.33503,"San Jose, CA",-121.89013,55 South,False,$$,4.0,579
360,Vietnamese,Coffee & Tea,Noodles,,37.3397848425853,"San Jose, CA",-121.882347352803,Kali Noodles and Tea Bar,False,$$,4.5,224
361,Cajun/Creole,Seafood,,,37.303044,"San Jose, CA",-121.864928,The Boiling Crab,False,$$,3.5,1900
362,Italian,Wine Bars,Pizza,,33.64101,"Scottsdale, AZ",-111.86225,Sophia's Kitchen,False,$$,4.5,56
363,American (New),Wine Bars,Cafes,,33.6747412139709,"Scottsdale, AZ",-111.888050157246,The Living Room,False,$$,4.0,247
364,Ramen,Noodles,,,33.6299381313174,"Scottsdale, AZ",-111.888375267105,Ramen Hood,False,$$,4.0,166
365,Barbeque,Burgers,Bakeries,,33.6393699645996,"Scottsdale, AZ",-111.879257202148,The Thumb BBQ,False,$$,4.5,1020
366,Poke,Hawaiian,Sushi Bars,,33.65304,"Scottsdale, AZ",-111.88611,Koi Poke,False,$$,5.0,270
367,Pubs,Breweries,American (New),,33.62870817,"Scottsdale, AZ",-111.89323767,Four Peaks Grill & Tap,False,$$,4.0,626
368,Pizza,Italian,Sandwiches,,33.6567087987234,"Scottsdale, AZ",-111.866507523932,Ciao Grazie,False,$$,4.0,139
369,Thai,,,,33.6271821,"Scottsdale, AZ",-111.8911913,Thai House,False,$$,4.0,432
370,American (Traditional),Breakfast & Brunch,American (New),,33.63951,"Scottsdale, AZ",-111.86176,The Vig McDowell Mountain,False,$$,3.5,290
371,Italian,,,,33.6766489,"Scottsdale, AZ",-111.8965942,Isabella's Kitchen,False,$$,3.5,273
372,American (New),Distilleries,Breakfast & Brunch,,33.6278142695705,"Scottsdale, AZ",-111.893512550648,OHSO Distillery- North Scottsdale,False,$$,4.0,553
373,Sports Bars,American (Traditional),Cocktail Bars,,33.6745555678279,"Scottsdale, AZ",-111.888217563843,All American Modern Sports Grill,False,$$,3.5,150
374,Pizza,,,,33.6741553034034,"Scottsdale, AZ",-111.887854197887,Grimaldi's Pizzeria,False,$$,3.5,248
375,Sushi Bars,Lounges,Japanese,,33.6382752957619,"Scottsdale, AZ",-111.86321134841,Nori Sushi Scottsdale,False,$$,4.0,197
376,Salad,Juice Bars & Smoothies,Sandwiches,,33.63911,"Scottsdale, AZ",-111.86423,Freshbox McDowell Mountain,False,$$,4.5,111
377,American (New),,,,33.677677154541,"Scottsdale, AZ",-111.89705657959,Phil's Grill,False,$$,4.5,22
378,Mexican,,,,33.6748380029035,"Scottsdale, AZ",-111.888543357472,Jalapeño Inferno,False,$$,3.5,229
379,Ramen,Noodles,,,33.6280962152247,"Scottsdale, AZ",-111.891516618314,Hot Noodles Cold Sake,False,$$,3.5,188
380,American (New),Sandwiches,Breakfast & Brunch,,33.6734322408285,"Scottsdale, AZ",-111.889232426509,The Herb Box,False,$$,4.0,366
381,Irish,Irish Pub,Music Venues,,33.6281017,"Scottsdale, AZ",-111.8912231,The Skeptical Chymist,False,$$,3.5,389
382,Sports Bars,American (Traditional),American (New),,33.629436,"Scottsdale, AZ",-111.891499,Twin Peaks,False,$$,3.5,439
383,Burgers,,,,33.65304,"Scottsdale, AZ",-111.88612,Lush Burger,False,$$,3.0,381
384,Italian,Pizza,Sports Bars,,33.6513692,"Scottsdale, AZ",-111.8862448,Rosati's Pizza,False,$$,3.0,108
385,Sushi Bars,,,,33.6301802834175,"Scottsdale, AZ",-111.887337887657,Teharu Sushi,False,$,4.0,376
386,Steakhouses,Wine Bars,,,33.674238,"Scottsdale, AZ",-111.889288,Flemings Prime Steakhouse & Wine Bar,False,$$$,3.5,238
387,Barbeque,Hawaiian,,,33.6276482590942,"Scottsdale, AZ",-111.887166872621,Ono Hawaiian BBQ,False,$,3.5,100
388,American (Traditional),Sports Bars,Breakfast & Brunch,,33.6392052826735,"Scottsdale, AZ",-111.881924769312,18 Degrees,False,$$,3.0,111
389,Breakfast & Brunch,,,,33.6395258037176,"Scottsdale, AZ",-111.864763386548,The Breakfast Joynt,False,$$,4.0,75
390,Mexican,,,,33.6288866986349,"Scottsdale, AZ",-111.889024232284,Cafe Rio Mexican Grill,False,$,3.5,119
391,Bakeries,Sandwiches,Pasta Shops,,33.6277358352352,"Scottsdale, AZ",-111.891602463589,Wildflower,False,$$,4.0,276
392,American (New),,,,33.637825,"Scottsdale, AZ",-111.896652,Agave Southwest Bar and Grill,False,$$$,3.5,15
393,Burgers,,,,33.6297775,"Scottsdale, AZ",-111.8874099,Smashburger,False,$,3.5,176
394,Mexican,Seafood,Salad,,33.6281676919852,"Scottsdale, AZ",-111.891439846224,Rubio's,False,$,4.0,97
395,Pizza,Italian,Sandwiches,,33.6275622749861,"Scottsdale, AZ",-111.887231245637,Streets of New York,False,$$,3.0,79
396,Delis,Coffee & Tea,,,33.63769,"Scottsdale, AZ",-111.88189,Erika's Coffee Dock,False,$,4.0,7
397,American (Traditional),Comfort Food,,,33.6292877197266,"Scottsdale, AZ",-111.888832092285,Boston Market,False,$,3.0,37
398,Sandwiches,Fast Food,Salad,,33.62767,"Scottsdale, AZ",-111.891829,Potbelly Sandwich Shop,False,$,4.0,54
399,Burgers,Fast Food,Coffee & Tea,,33.6520076169001,"Scottsdale, AZ",-111.886669993401,McDonald's,False,$,1.5,44
400,Cafes,,,,33.677677154541,"Scottsdale, AZ",-111.89705657959,Quill Creek Cafe,False,$$,3.5,24
401,Coffee & Tea,Breakfast & Brunch,Sandwiches,,33.677702,"Scottsdale, AZ",-111.897058,Mojo Morning Joint,False,$$,4.0,50
402,Pizza,Buffets,Chicken Wings,,33.6282559147712,"Scottsdale, AZ",-111.892873669772,Peter Piper Pizza,False,$,3.5,39
403,Fast Food,Sandwiches,Delis,,33.6297694,"Scottsdale, AZ",-111.8875115,Jersey Mike's Subs,False,$,3.0,76
404,Thai,Comfort Food,,,37.7602179,"San Francisco, CA",-122.4110749,Farmhouse Kitchen Thai Cuisine,False,$$,4.0,1810
405,Ramen,,,,37.785155,"San Francisco, CA",-122.432075,Marufuku Ramen SF,False,$$,4.5,2007
406,Bars,American (New),Seafood,,37.78818,"San Francisco, CA",-122.41458,Liholiho Yacht Club,False,$$$,4.5,2077
407,Tapas/Small Plates,,,,37.7573462,"San Francisco, CA",-122.4214034,Loló,False,$$,4.0,2002
408,German,,,,37.7762603759766,"San Francisco, CA",-122.426391601562,Suppenküche,False,$$,4.0,3056
409,Southern,Cajun/Creole,American (Traditional),,37.74372,"San Francisco, CA",-122.42197,The Front Porch,False,$$,4.0,2659
410,Comfort Food,Pizza,Cocktail Bars,,37.7640665498011,"San Francisco, CA",-122.432531118393,Starbelly,False,$$,4.0,1728
411,Korean,Soup,,,37.78601,"San Francisco, CA",-122.42858,Daeho korean BBQ & BEEF SOUP,False,$$,4.5,82
412,Tapas/Small Plates,Lounges,Izakaya,,37.7840954508032,"San Francisco, CA",-122.432791119359,Izakaya KOU,False,$$,4.0,728
413,Breweries,American (Traditional),Venues & Event Spaces,,37.7757521780078,"San Francisco, CA",-122.446032238623,Barrel Head Brewhouse,False,$$,4.0,504
414,Burmese,,,,37.782787322998,"San Francisco, CA",-122.462539672852,Burma Superstar,False,$$,4.0,6501
415,Mediterranean,Turkish,,,37.7548912,"San Francisco, CA",-122.4228895,Tuba Authentic Turkish Restaurant,False,$$,4.5,961
416,Mexican,Korean,Latin American,,37.7897794,"San Francisco, CA",-122.410717,Tacorea,False,$,4.5,1393
417,American (New),Mediterranean,Wine Bars,,37.761243,"San Francisco, CA",-122.434248,Lark,False,$$,4.0,255
418,Tapas/Small Plates,Spanish,Cocktail Bars,,37.77574,"San Francisco, CA",-122.43829,barvale,False,$$,4.0,236
419,American (New),Modern European,Desserts,,37.77483,"San Francisco, CA",-122.43746,Nopa,False,$$$,4.0,4913
420,Thai,,,,37.7852278803726,"San Francisco, CA",-122.409348137336,Kin Khao,False,$$,4.0,1804
421,Italian,Cocktail Bars,,,37.776963880538,"San Francisco, CA",-122.423868469312,a Mano,False,$$,4.0,687
422,Gastropubs,Venues & Event Spaces,,,37.757248,"San Francisco, CA",-122.418733,Myriad Gastropub,False,$$,4.5,553
423,Italian,Bars,Pizza,,37.75384,"San Francisco, CA",-122.42055,Beretta,False,$$,4.0,3429
424,Hawaiian,Bars,Venues & Event Spaces,,37.7853553960108,"San Francisco, CA",-122.432332634926,Pa'ina Lounge & Restaurant,False,$$,4.0,514
425,Ramen,,,,37.7861574638014,"San Francisco, CA",-122.430057115853,Hinodeya Ramen Bar,False,$$,4.0,849
426,Mediterranean,Turkish,,,37.7893743915288,"San Francisco, CA",-122.434076070785,Troya,False,$$,4.0,503
