,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
213,Sushi Bars,Japanese,Salad,,33.715263,"Huntington Beach, CA",-118.025474,Niya Sushi,False,$$,4.5,331,
214,Ramen,Izakaya,Sushi Bars,,33.692675,"Huntington Beach, CA",-117.9890549,Ramain39 Izakaya,False,$$,4.0,538,
215,Cafes,,,,33.6993065791535,"Huntington Beach, CA",-118.010617578286,Kathy May's Lakeview Cafe,False,$$,3.0,221,
216,Japanese,Barbeque,,,33.71513,"Huntington Beach, CA",-117.9905,Gyu-Kaku Japanese BBQ,False,$$,4.0,1735,
217,Greek,Mediterranean,,,33.68076,"Huntington Beach, CA",-118.00452,Athens West,False,$,4.0,305,
218,Japanese,Sushi Bars,,,33.70043,"Huntington Beach, CA",-117.990801,Matsu Restaurant,False,$$,4.0,1102,
219,Peruvian,Chicken Shop,Seafood,,33.6844454803127,"Huntington Beach, CA",-117.987946344055,Peruvian Rotisserie Chicken,False,$$,4.0,456,
220,Thai,,,,33.7007441,"Huntington Beach, CA",-117.9903894,Thai Pepper,False,$,4.5,568,
221,Thai,,,,33.6916244,"Huntington Beach, CA",-117.9922849,Lemon Thai Cuisine,False,$$,4.0,209,
222,Bagels,Coffee & Tea,Cafes,,33.675807,"Huntington Beach, CA",-117.987091,HB Bagels & Cafe,False,$,4.5,152,
223,Seafood,Live/Raw Food,Beer Bar,,33.676216897076,"Huntington Beach, CA",-117.987208433333,Raw Bar By Slapfish,False,$$,4.0,114,
224,Sushi Bars,Asian Fusion,Poke,,33.6926838,"Huntington Beach, CA",-117.9890549,Rollrritto + Poke Bar,False,$$,4.5,408,
225,Thai,,,,33.7122612,"Huntington Beach, CA",-117.9896622,Bangkok Avenue,False,$$,4.0,661,
226,Middle Eastern,Persian/Iranian,Mediterranean,,33.7094593820972,"Huntington Beach, CA",-117.989838095972,Saffron Grill,False,$$,4.0,525,
227,Vietnamese,,,,33.685511,"Huntington Beach, CA",-117.987829,Pho Tastee,False,$,4.0,363,
228,Pizza,Fast Food,,,33.6802631908106,"Huntington Beach, CA",-118.004743987599,MOD Pizza,False,$,4.0,191,
229,Gastropubs,American (New),American (Traditional),,46.855567,"Fargo, ND",-96.854301,Lucky's 13 Pub,False,$$,4.0,164,
230,American (New),,,,46.8464012145996,"Fargo, ND",-96.8188858032227,Doolittles Woodfire Grill,False,$$,4.0,135,
231,Wine Bars,American (New),Coffee & Tea,,46.85629,"Fargo, ND",-96.7986249,Luna Fargo,False,$$,4.5,55,
232,Breweries,American (Traditional),Breakfast & Brunch,,46.8559300942077,"Fargo, ND",-96.8501852525915,Granite City Food & Brewery,False,$$,3.5,142,
233,Cajun/Creole,Breakfast & Brunch,,,46.8431799,"Fargo, ND",-96.8004,The Cajun Cafe,False,$$,4.0,54,
234,Vietnamese,,,,46.832169,"Fargo, ND",-96.805983,Viet Palace,False,$,4.5,56,
235,Indian,Himalayan/Nepalese,,,46.85963,"Fargo, ND",-96.81873,Himalayan Yak,False,$$,4.5,46,
236,Mexican,American (Traditional),,,46.876391,"Fargo, ND",-96.825996,Mango's Mexican and American Grill,False,$$,4.5,99,
237,African,,,,46.860877,"Fargo, ND",-96.818521,Rugsan East African Cuisine,False,$$,4.5,22,
238,African,,,,46.862019298448,"Fargo, ND",-96.8176097372892,Madina Cuisine,False,$,5.0,19,
239,Breakfast & Brunch,Coffee & Tea,Comfort Food,,46.85533,"Fargo, ND",-96.79899,CJ's Kitchen,False,$,3.5,51,
240,Thai,,,,46.8598762467467,"Fargo, ND",-96.8184725285067,LeeLa Thai Cuisine,False,$$,4.0,41,
241,American (New),Burgers,Beer Bar,,46.86274,"Fargo, ND",-96.83635,Sickies Garage Burgers & Brews,False,$$,3.5,112,
242,American (New),Tapas/Small Plates,American (Traditional),,46.85635,"Fargo, ND",-96.85239,Urban 42,False,$$$,2.5,19,
243,Donuts,Delis,Breakfast & Brunch,,46.86198,"Fargo, ND",-96.82791,Sweet Rings Donuts & Deli.,False,$,3.5,17,
244,Mexican,,,,46.8635,"Fargo, ND",-96.83936,Acapulco Mexican Restaurant,False,$,3.5,60,
245,Steakhouses,American (Traditional),Seafood,,46.830587,"Fargo, ND",-96.8010645,Cork 'N Cleaver,False,$$$,2.5,36,
246,Cupcakes,Gluten-Free,Bakeries,,46.8583732121081,"Fargo, ND",-96.8317974956648,Mehl's Gluten-Free Bakery,False,$$,5.0,13,
247,Music Venues,Burgers,Sports Bars,,46.8572132,"Fargo, ND",-96.8518517,Shotgun Sallys Fargo,False,$$,3.0,58,
248,Chinese,,,,46.85486,"Fargo, ND",-96.799,Great Wall Chinese Restaurant,False,$$,4.0,35,
249,Japanese,Sushi Bars,,,46.8635802208178,"Fargo, ND",-96.8454587459564,Osaka Sushi & Hibachi,False,$$,3.5,47,
250,Chinese,Buffets,Seafood,,46.860546,"Fargo, ND",-96.825477,Giant Panda,False,$,3.5,25,
251,Fast Food,,,,46.8614253766178,"Fargo, ND",-96.85046,Chick-fil-A West Acres,False,$,4.0,20,
252,Mexican,,,,46.8669935,"Fargo, ND",-96.8441207,Paradiso Mexican Restaurant,False,$$,2.5,82,
253,Middle Eastern,Greek,,,46.8620668981274,"Fargo, ND",-96.8282403341149,Cafe Aladdin,False,$$,4.5,14,
254,Greek,,,,46.8334,"Fargo, ND",-96.80579,Cafe Aladdin,False,$$,4.0,34,
255,Mexican,Food Stands,,,46.8829578,"Fargo, ND",-96.7988311,Luchadores Taqueria,False,$,4.0,7,
256,Breakfast & Brunch,Bakeries,American (Traditional),,46.8622533578167,"Fargo, ND",-96.8385775387287,Perkins Restaurant & Bakery,False,$,3.5,23,
257,Burgers,Pubs,Beer Bar,,46.8321342468262,"Fargo, ND",-96.8538513183594,JL Beers,False,$$,4.0,33,
258,Chicken Wings,American (Traditional),Sports Bars,,46.857856,"Fargo, ND",-96.851974,Buffalo Wild Wings,False,$$,3.5,20,
259,American (Traditional),,,,46.87459,"Fargo, ND",-96.79923,Mom's Diner,False,$$,3.0,16,
260,Japanese,Sushi Bars,,,46.857871,"Fargo, ND",-96.853236,Kobe's Japanese Cuisine,False,$$,3.5,70,
261,Chinese,,,,46.83447,"Fargo, ND",-96.82179,Shanghai Chinese Restaurant,False,$$,3.0,17,
262,Salad,Soup,Sandwiches,,46.8612345761994,"Fargo, ND",-96.8486988544464,Panera Bread,False,$$,3.0,25,
263,American (Traditional),Bars,Tex-Mex,,46.859276,"Fargo, ND",-96.848859,Chili's,False,$$,3.5,10,
264,Noodles,,,,46.831963,"Fargo, ND",-96.822336,Noodles & Company,False,$,4.0,9,
265,Juice Bars & Smoothies,Sandwiches,,,46.8609317348221,"Fargo, ND",-96.818865314126,Tropical Smoothie Cafe,False,$,3.5,15,
266,Sports Bars,American (Traditional),,,46.87491,"Fargo, ND",-96.84281,O'kelly's Tastes & Toddies,False,$$$,3.5,6,
267,Pizza,,,,46.85451,"Fargo, ND",-96.799,Duane's House of Pizza,False,$$,3.5,30,
268,Italian,Salad,,,46.8623094,"Fargo, ND",-96.8573134496681,Olive Garden Italian Restaurant,False,$$,3.0,26,
269,American (Traditional),Sports Bars,Burgers,,46.861021,"Fargo, ND",-96.825292,Applebee's Grill + Bar,False,$$,3.5,12,
270,Pool Halls,Gastropubs,American (Traditional),,46.83121,"Fargo, ND",-96.85615,Fargo Billiards & Gastropub,False,$$,3.0,32,
271,Sandwiches,,,,46.8610343933105,"Fargo, ND",-96.8368072509766,Erbert and Gerbert's,False,$$,3.5,10,
272,Mexican,,,,32.7083856166426,"Grand Prairie, TX",-96.9946916989489,Guanataco,False,$,4.0,229,
273,Mexican,Breakfast & Brunch,Tex-Mex,,32.748962,"Grand Prairie, TX",-96.980995,Dallas Tamales Cafe,False,$$,4.5,63,
274,Barbeque,,,,32.7381963028931,"Grand Prairie, TX",-96.9949963431212,Mike's Real Pit Bar-B-Q,False,$,4.5,75,
275,Barbeque,,,,32.7446399,"Grand Prairie, TX",-97.0093799,Gordo's BBQ & Grill,False,$$,4.0,81,
276,Italian,,,,32.7456035480766,"Grand Prairie, TX",-97.004001488339,Tuscany's Pasta & Pizza,False,$,4.0,90,
277,Mexican,,,,32.74433,"Grand Prairie, TX",-97.00237,Habaneros,False,$,3.5,50,
278,Bakeries,Mexican,Breakfast & Brunch,,32.73567,"Grand Prairie, TX",-97.00429,Rodriguez Bakery & Restaurant,False,$,4.0,32,
279,Burgers,American (Traditional),Sandwiches,,32.7444000244141,"Grand Prairie, TX",-96.9953308105469,Jimmy's Burgers,False,$,4.5,26,
280,American (Traditional),Bars,,,32.7433916,"Grand Prairie, TX",-97.0141449,Theo's Grill & Bar,False,$,4.0,38,
281,Italian,Bars,,,32.7453,"Grand Prairie, TX",-97.00377,Roma's Italian Bistro,False,$$,4.0,92,
282,Cajun/Creole,Cocktail Bars,,,32.7101822,"Grand Prairie, TX",-97.0129272,The Daiquiri Shoppe,False,$,4.0,138,
283,Fast Food,,,,32.74973,"Grand Prairie, TX",-96.96663,Theo's Drive-In,False,$,4.5,37,
284,Mexican,,,,32.709197,"Grand Prairie, TX",-97.014053,Pollo Salsa,False,$,4.0,56,
285,Mexican,Breakfast & Brunch,Desserts,,32.72004,"Grand Prairie, TX",-97.01402,Eva's Mexican Food & Taqueria,False,$,4.0,24,
286,Burgers,,,,32.7099649437474,"Grand Prairie, TX",-97.017966669288,Jimmys Big Burger,False,$,4.0,39,
287,Barbeque,,,,32.6986508,"Grand Prairie, TX",-96.9853451,Eddlemon's,False,$,5.0,10,
288,Seafood,,,,32.74496,"Grand Prairie, TX",-97.00797,Pappy's Catfish & More,False,$$,4.5,16,
289,African,,,,32.6987457,"Grand Prairie, TX",-97.0153885,Yemsade Restaurant,False,$$,4.5,33,
290,Chinese,,,,32.7460861206055,"Grand Prairie, TX",-96.9996185302734,Joy Luck,False,$,4.0,17,
291,Mexican,,,,32.7092351,"Grand Prairie, TX",-97.0010039,Tortilleria La Nueva Puntada,False,$,4.0,15,
292,Japanese,Korean,Chinese,,32.74258,"Grand Prairie, TX",-97.01632,Papa Sam,False,$,3.5,45,
293,Mexican,,,,32.7210197,"Grand Prairie, TX",-96.995491,El Carreton Tortilleria,False,$,4.0,7,
294,Barbeque,,,,32.7109313007072,"Grand Prairie, TX",-96.9946871243635,Outlaw's Barbeque,False,$,2.5,73,
295,African,,,,32.7093189954758,"Grand Prairie, TX",-97.0004910975695,Suya Stop,False,$,4.5,9,
296,Mexican,,,,32.7495193,"Grand Prairie, TX",-96.9776688,Taqueria El Regio,False,$,4.5,10,
297,Chinese,,,,32.7346416,"Grand Prairie, TX",-97.0151943,Pearl Chinese Restaurant Plus Carrier Chicken & Seafood,False,$$,3.5,12,
298,Mexican,,,,32.7453308105469,"Grand Prairie, TX",-97.0001602172852,Don Juan's Romantic Mexican Food,False,$,4.0,61,
299,Chinese,,,,32.7076873779297,"Grand Prairie, TX",-96.9926986694336,Golden Gate,False,$,3.0,22,
300,Mexican,,,,32.74453,"Grand Prairie, TX",-96.99144,El Atoron Taqueria & Restaurant,False,$,4.0,9,
301,Seafood,Mexican,,,32.745407,"Grand Prairie, TX",-96.99855,Agua Azul,False,$$,3.5,33,
302,Salvadoran,,,,32.7106656,"Grand Prairie, TX",-97.0134427,Restaurant El Mana,False,$$,4.0,13,
303,Mexican,Caterers,,,32.7477,"Grand Prairie, TX",-97.0072,La Antorcha Taco Catering Service,False,$,5.0,9,
304,Mexican,Bars,Seafood,,32.7089767456055,"Grand Prairie, TX",-97.0081253051758,Rio Bravo Bar,False,$,3.0,57,
305,Mexican,Bakeries,,,32.7103996,"Grand Prairie, TX",-97.0133514,La Tapatia Bakery & Mexican Products,False,$,4.5,13,
306,Mexican,,,,32.7448008479392,"Grand Prairie, TX",-97.0107492512824,Monterey's Little Mexico,False,$,3.5,64,
307,Caterers,African,,,32.71007,"Grand Prairie, TX",-97.021757,Kemi's Kitchen,False,$$,4.0,30,
308,Chicken Wings,,,,32.7099495,"Grand Prairie, TX",-97.0032883,Williams Chicken,False,$,4.0,11,
309,Mexican,Breakfast & Brunch,Sandwiches,,32.7481,"Grand Prairie, TX",-96.98417,La Hechizera,False,$,3.0,10,
310,Fast Food,,,,32.7461,"Grand Prairie, TX",-96.9991299,Luci's Chicken -N- Rice,False,$,3.0,6,
311,Chicken Wings,,,,32.70891,"Grand Prairie, TX",-97.00021,Wingstop,False,$,1.5,30,
312,Breakfast & Brunch,Waffles,American (Traditional),,37.3233361973483,"San Jose, CA",-121.914061851012,The Breakfast Club,False,$$,4.0,1698,
313,American (Traditional),Pubs,Gastropubs,,37.3363226652145,"San Jose, CA",-121.893842965364,Firehouse No.1 Gastropub,False,$$,4.0,1440,
314,American (New),Breakfast & Brunch,Salad,,37.308203,"San Jose, CA",-121.901284,The Table,False,$$,4.0,2617,
315,American (New),Burgers,Sandwiches,,37.3313634,"San Jose, CA",-121.8918385,Our House,False,$$,4.5,299,
316,Cocktail Bars,American (New),,,37.3350126347807,"San Jose, CA",-121.889442006445,Paper Plane,False,$$,4.0,1183,
317,Caribbean,American (Traditional),,,37.33673,"San Jose, CA",-121.8926,Back A Yard,False,$$,4.0,1844,
318,German,Bars,Venues & Event Spaces,,37.34044,"San Jose, CA",-121.89275,Ludwigs German Table,False,$$,4.0,422,
319,Coffee & Tea,Sandwiches,Breakfast & Brunch,,37.3328598269217,"San Jose, CA",-121.887831976721,Social Policy,False,$$,3.5,444,
320,Breakfast & Brunch,American (New),,,37.3101515,"San Jose, CA",-121.8956116,Cafe Gourmet,False,$$,4.0,773,
321,Music Venues,Bars,Food Court,,37.3366485,"San Jose, CA",-121.8941835,San Pedro Square Market,False,$$,4.5,907,
322,Korean,,,,37.3367777,"San Jose, CA",-121.8890072,HOM Korean Kitchen,False,$,4.0,714,
323,Vietnamese,,,,37.3417699,"San Jose, CA",-121.87951,Vung Tau Restaurant,False,$$,4.0,1399,
324,Italian,,,,37.336166540678,"San Jose, CA",-121.89867135144,Paesano Ristorante Italiano,False,$$,4.0,885,
325,Seafood,Fish & Chips,Chicken Shop,,37.33638,"San Jose, CA",-121.88988,The City Fish,False,$,4.5,894,
326,French,Supper Clubs,,,37.3393128488432,"San Jose, CA",-121.887830825091,Underground Dining At Naglee Park,False,$$$$,5.0,9,
327,Breakfast & Brunch,,,,37.306754953978,"San Jose, CA",-121.890808285113,Toast Cafe & Grill,False,$$,4.0,289,
328,Sandwiches,Italian,,,37.30458,"San Jose, CA",-121.89858,Bertucelli's La Villa,False,$$,4.5,987,
329,Vietnamese,Asian Fusion,,,37.32861,"San Jose, CA",-121.85831,Sizzle Spot,False,$$,4.0,616,
330,French,Vietnamese,Cocktail Bars,,37.33346,"San Jose, CA",-121.8872951,Élyse Restaurant,False,$$,4.5,176,
331,Brazilian,Steakhouses,,,37.3330206602097,"San Jose, CA",-121.892091400545,Taurinus Brazilian Steak House,False,$$$,4.0,895,
332,Mediterranean,Italian,,,37.30407,"San Jose, CA",-121.89831,Siena Bistro,False,$$,4.0,473,
333,Vietnamese,Soup,,,37.32861,"San Jose, CA",-121.85831,Bun Bo Hue An Nam,False,$$,4.0,1728,
334,Tapas/Small Plates,Wine Bars,Whiskey Bars,,37.336178007464,"San Jose, CA",-121.893876187673,District San Jose,False,$$,4.0,204,
335,American (Traditional),Breakfast & Brunch,,,37.308366,"San Jose, CA",-121.901722,Bill's Cafe,False,$$,4.0,1991,
336,Greek,Mediterranean,,,37.3092867427984,"San Jose, CA",-121.887104945135,Souvlaki's Greek Skewers,False,$$,4.5,867,
337,Mexican,,,,37.3219760070575,"San Jose, CA",-121.879228583685,Chavelas Restaurant,False,$,4.5,236,
338,Tapas/Small Plates,Cideries,,,37.31027,"San Jose, CA",-121.89585,The Cider Junction,False,$$,4.5,196,
339,Seafood,Bars,Venues & Event Spaces,,37.3318048646183,"San Jose, CA",-121.891520633101,Scott's Seafood,False,$$$,3.5,964,
340,Mexican,,,,37.3330684770691,"San Jose, CA",-121.914127461814,Zona Rosa,False,$$,4.0,895,
341,Diners,Breakfast & Brunch,,,37.3372116088867,"San Jose, CA",-121.883529663086,Peanuts Deluxe Cafe,False,$,4.0,548,
342,Greek,,,,37.335210678353,"San Jose, CA",-121.892775829557,Nick The Greek,False,$$,4.0,723,
343,American (Traditional),Desserts,Italian,,37.329002,"San Jose, CA",-121.88446,Orchestria Palm Court,False,$$,4.5,149,
344,Vietnamese,,,,37.33017,"San Jose, CA",-121.88654,Vietnoms,False,$$,4.0,153,
345,Brewpubs,American (Traditional),Asian Fusion,,37.3349600020194,"San Jose, CA",-121.88979892228,Skewers & Brew,False,$,4.5,86,
346,Seafood,Mexican,Latin American,,37.3036,"San Jose, CA",-121.91402,Mavericks Mexican Grill,False,$$,4.5,604,
347,Coffee & Tea,Sandwiches,Breakfast & Brunch,,37.33113,"San Jose, CA",-121.88718,Caffe Frascati,False,$,4.0,537,
348,Cocktail Bars,Asian Fusion,Pizza,,37.3352859388708,"San Jose, CA",-121.88993498683,Nomikai,False,$$,4.0,281,
349,Restaurants,,,,37.304512408122,"San Jose, CA",-121.89778667565,Vin Santo Ristorante,False,$$,4.0,558,
350,Barbeque,Hawaiian,Soul Food,,37.339045,"San Jose, CA",-121.8838748,Matiki Island BBQ,False,$$,4.5,191,
351,American (New),French,Brasseries,,37.3067996606855,"San Jose, CA",-121.899684849108,Black Sheep Brasserie,False,$$$,3.5,454,
352,Breakfast & Brunch,Cafes,,,37.295015,"San Jose, CA",-121.9145,Cafe San Jose,False,$$,4.0,709,
353,Sandwiches,Coffee & Tea,,,37.3310477608158,"San Jose, CA",-121.88697449863,Cubamex,False,$,4.5,216,
354,American (New),Bars,,,37.30686,"San Jose, CA",-121.90035,Braise,False,$$$,4.0,212,
355,Burgers,Halal,American (Traditional),,37.3083885,"San Jose, CA",-121.9008297,Main Street Burgers,False,$$,4.0,813,
356,Vietnamese,Noodles,,,37.33175,"San Jose, CA",-121.85805,Pho Ha Noi,False,$$,3.5,431,
357,American (Traditional),Gastropubs,,,37.3351799347696,"San Jose, CA",-121.893162662952,The Farmers Union,False,$$,3.5,916,
358,Vegan,Bakeries,Desserts,,37.3328558338071,"San Jose, CA",-121.884928643703,Cinnaholic,False,$,4.5,171,
359,Italian,Wine Bars,Pizza,,33.64101,"Scottsdale, AZ",-111.86225,Sophia's Kitchen,False,$$,4.5,52,
360,American (New),Wine Bars,Cafes,,33.6747412139709,"Scottsdale, AZ",-111.888050157246,The Living Room,False,$$,4.0,246,
361,Barbeque,Burgers,Bakeries,,33.6393699645996,"Scottsdale, AZ",-111.879257202148,The Thumb BBQ,False,$$,4.5,1016,
362,American (New),Distilleries,Breakfast & Brunch,,33.6278142695705,"Scottsdale, AZ",-111.893512550648,OHSO Distillery- North Scottsdale,False,$$,4.0,554,
363,American (Traditional),Breakfast & Brunch,American (New),,33.63951,"Scottsdale, AZ",-111.86176,The Vig McDowell Mountain,False,$$,3.5,285,
364,Ramen,Noodles,,,33.6299381313174,"Scottsdale, AZ",-111.888375267105,Ramen Hood,False,$$,4.0,163,
365,Breakfast & Brunch,,,,33.6395258037176,"Scottsdale, AZ",-111.864763386548,The Breakfast Joynt,False,$$,4.0,76,
366,American (New),Sandwiches,Breakfast & Brunch,,33.6734322408285,"Scottsdale, AZ",-111.889232426509,The Herb Box,False,$$,4.0,365,
367,Poke,Hawaiian,Sushi Bars,,33.65304,"Scottsdale, AZ",-111.88611,Koi Poke,False,$$,5.0,270,
368,Pubs,Breweries,American (New),,33.62870817,"Scottsdale, AZ",-111.89323767,Four Peaks Grill & Tap,False,$$,4.0,625,
369,Pizza,Italian,Sandwiches,,33.6567087987234,"Scottsdale, AZ",-111.866507523932,Ciao Grazie,False,$$,4.0,138,
370,Salad,Juice Bars & Smoothies,Sandwiches,,33.63911,"Scottsdale, AZ",-111.86423,Freshbox McDowell Mountain,False,$$,4.5,110,
371,Thai,,,,33.6271821,"Scottsdale, AZ",-111.8911913,Thai House,False,$$,4.0,432,
372,Bakeries,Sandwiches,Pasta Shops,,33.6277358352352,"Scottsdale, AZ",-111.891602463589,Wildflower,False,$$,4.0,278,
373,Sports Bars,American (Traditional),Cocktail Bars,,33.6745555678279,"Scottsdale, AZ",-111.888217563843,All American Modern Sports Grill,False,$$,3.5,149,
374,Italian,,,,33.6766489,"Scottsdale, AZ",-111.8965942,Isabella's Kitchen,False,$$,3.5,272,
375,American (New),,,,33.677677154541,"Scottsdale, AZ",-111.89705657959,Phil's Grill,False,$$,4.5,22,
376,Sports Bars,American (Traditional),American (New),,33.629436,"Scottsdale, AZ",-111.891499,Twin Peaks,False,$$,3.5,437,
377,American (Traditional),Sports Bars,Breakfast & Brunch,,33.6392052826735,"Scottsdale, AZ",-111.881924769312,18 Degrees,False,$$,3.0,110,
378,Sushi Bars,Lounges,Japanese,,33.6382752957619,"Scottsdale, AZ",-111.86321134841,Nori Sushi Scottsdale,False,$$,4.0,197,
379,Mexican,,,,33.6748380029035,"Scottsdale, AZ",-111.888543357472,Jalapeño Inferno,False,$$,3.5,226,
380,Ramen,Noodles,,,33.6280962152247,"Scottsdale, AZ",-111.891516618314,Hot Noodles Cold Sake,False,$$,3.5,187,
381,Pizza,,,,33.6741553034034,"Scottsdale, AZ",-111.887854197887,Grimaldi's Pizzeria,False,$$,3.5,249,
382,Coffee & Tea,Breakfast & Brunch,Sandwiches,,33.677702,"Scottsdale, AZ",-111.897058,Mojo Morning Joint,False,$$,4.0,50,
383,Irish,Irish Pub,Music Venues,,33.6281017,"Scottsdale, AZ",-111.8912231,The Skeptical Chymist,False,$$,3.5,389,
384,Sushi Bars,,,,33.6301802834175,"Scottsdale, AZ",-111.887337887657,Teharu Sushi,False,$,3.5,376,
385,Burgers,,,,33.65304,"Scottsdale, AZ",-111.88612,Lush Burger,False,$$,3.0,377,
386,Barbeque,Hawaiian,,,33.6276482590942,"Scottsdale, AZ",-111.887166872621,Ono Hawaiian BBQ,False,$,3.5,100,
387,Steakhouses,Wine Bars,,,33.674238,"Scottsdale, AZ",-111.889288,Flemings Prime Steakhouse & Wine Bar,False,$$$,3.5,239,
388,Italian,Pizza,Sports Bars,,33.6513692,"Scottsdale, AZ",-111.8862448,Rosati's Pizza,False,$$,3.0,107,
389,Delis,Coffee & Tea,,,33.63769,"Scottsdale, AZ",-111.88189,Erika's Coffee Dock,False,$,4.0,7,
390,Mexican,,,,33.6288866986349,"Scottsdale, AZ",-111.889024232284,Cafe Rio Mexican Grill,False,$,3.5,117,
391,American (New),,,,33.637825,"Scottsdale, AZ",-111.896652,Agave Southwest Bar and Grill,False,$$$,3.5,15,
392,Mexican,Seafood,Salad,,33.6281676919852,"Scottsdale, AZ",-111.891439846224,Rubio's,False,$,4.0,96,
393,Burgers,,,,33.6297775,"Scottsdale, AZ",-111.8874099,Smashburger,False,$,3.5,176,
394,Burgers,Fast Food,Coffee & Tea,,33.6520076169001,"Scottsdale, AZ",-111.886669993401,McDonald's,False,$,1.5,43,
395,Sandwiches,Fast Food,Salad,,33.62767,"Scottsdale, AZ",-111.891829,Potbelly Sandwich Shop,False,$,4.0,54,
396,Pizza,Italian,Sandwiches,,33.6275622749861,"Scottsdale, AZ",-111.887231245637,Streets of New York,False,$$,3.0,79,
397,Bagels,Delis,Coffee & Tea,,33.62901904991,"Scottsdale, AZ",-111.889102867608,Einstein Bros Bagels,False,$,3.0,52,
398,American (Traditional),Comfort Food,,,33.6292877197266,"Scottsdale, AZ",-111.888832092285,Boston Market,False,$,3.0,37,
399,Fast Food,Sandwiches,Delis,,33.6297694,"Scottsdale, AZ",-111.8875115,Jersey Mike's Subs,False,$,3.0,76,
400,Cafes,,,,33.677677154541,"Scottsdale, AZ",-111.89705657959,Quill Creek Cafe,False,$$,3.5,24,
401,Burgers,Fast Food,Coffee & Tea,,33.6292666693181,"Scottsdale, AZ",-111.892012286971,McDonald's,False,$,2.0,63,
402,Breakfast & Brunch,Asian Fusion,American (New),,37.7642352,"San Francisco, CA",-122.4306936,Kitchen Story,False,$$,4.0,2930,
403,Soul Food,Breakfast & Brunch,Southern,,37.7781489203981,"San Francisco, CA",-122.438551256878,Brenda's Meat & Three,False,$$,4.0,920,
404,Breakfast & Brunch,French,Soul Food,,37.7829016035273,"San Francisco, CA",-122.419043442957,Brenda's French Soul Food,False,$$,4.0,10316,
405,Breakfast & Brunch,French,,,37.765244,"San Francisco, CA",-122.4501138,Zazie,False,$$,4.0,4174,
406,Ramen,,,,37.785155,"San Francisco, CA",-122.432075,Marufuku Ramen SF,False,$$,4.5,1994,
407,American (Traditional),Breakfast & Brunch,Sandwiches,,37.785735681426,"San Francisco, CA",-122.43507770852,Sweet Maple,False,$$,4.0,3296,
408,German,,,,37.7762603759766,"San Francisco, CA",-122.426391601562,Suppenküche,False,$$,4.0,3051,
409,American (New),Wine Bars,Breakfast & Brunch,,37.759958,"San Francisco, CA",-122.435089,Fable,False,$$,4.0,424,
410,Thai,Comfort Food,,,37.7602179,"San Francisco, CA",-122.4110749,Farmhouse Kitchen Thai Cuisine,False,$$,4.0,1792,
411,Coffee & Tea,Breakfast & Brunch,,,37.7876476643898,"San Francisco, CA",-122.414076908221,Farm : Table,False,$$,4.0,1674,
