,Category 0,Category 1,Category 2,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
218,Bars,American (New),Breakfast & Brunch,37.769371,"San Francisco, CA",-122.451176,The Alembic,False,$$,4.0,1663,
219,Cocktail Bars,,,37.7523726,"San Francisco, CA",-122.4192638,24th Street Bar,False,$$,4.5,78,
220,Bars,American (Traditional),Venues & Event Spaces,37.79094,"San Francisco, CA",-122.43443,The Snug,False,$$,4.0,142,
221,Cocktail Bars,,,37.7890686725371,"San Francisco, CA",-122.409755724473,Pacific Cocktail Haven,False,$$,4.5,322,
222,Cocktail Bars,Venues & Event Spaces,Speakeasies,37.78592,"San Francisco, CA",-122.41336,Bourbon & Branch,False,$$$,4.0,2990,
223,Lounges,,,37.7779328750698,"San Francisco, CA",-122.438653931022,Kava Lounge SF,False,$$,4.5,102,
224,Cocktail Bars,Lounges,,37.78724,"San Francisco, CA",-122.42543,The Butterfly Lounge,False,$$,4.5,59,
225,Wine Bars,Cafes,,37.7841219381414,"San Francisco, CA",-122.432474792004,The Social Study,False,$$,4.0,430,
226,Bars,,,37.769697478972,"San Francisco, CA",-122.4487180912,Hobson's Choice,False,$$,4.0,649,
227,Cocktail Bars,Lounges,,37.7648165222907,"San Francisco, CA",-122.421419674788,Bond Bar,False,$$,4.0,204,
228,Dive Bars,Pubs,,37.77183,"San Francisco, CA",-122.43114,Toronado,False,$,4.0,1765,
229,Cocktail Bars,American (New),,37.774501,"San Francisco, CA",-122.437355,Horsefeather,False,$$,4.0,217,
230,Bars,,,37.7683950148148,"San Francisco, CA",-122.41984505086,The Armory Club,False,$$,4.0,265,
231,Speakeasies,Wine Bars,Tapas Bars,37.78106,"San Francisco, CA",-122.40834,The Pawn Shop,False,$$,4.5,77,
232,Pubs,,,37.75869,"San Francisco, CA",-122.41562,Shotwell's,False,$,4.5,241,
233,Cocktail Bars,American (New),,37.7650569,"San Francisco, CA",-122.4236097,ABV,False,$$,4.0,557,
234,Bars,Gastropubs,,37.783385291338,"San Francisco, CA",-122.433185588489,Fat Angel,False,$$,4.0,811,
235,Lounges,,,37.7718,"San Francisco, CA",-122.43131,Noc Noc,False,$,4.0,509,
236,Dive Bars,Sports Bars,Pubs,37.7509837728878,"San Francisco, CA",-122.434205311445,The Peaks Bar Noe Valley,False,$,4.0,86,
237,Lounges,,,37.77733,"San Francisco, CA",-122.43865,Mini Bar SF,False,$$,4.0,222,
238,Cocktail Bars,American (New),,37.7591727893974,"San Francisco, CA",-122.411238402128,Trick Dog,False,$$,4.0,753,
239,Sports Bars,,,37.7436752319336,"San Francisco, CA",-122.424713134766,The Bar On Dolores,False,$,4.5,54,
240,Arcades,Sports Bars,Beer Bar,37.7713179,"San Francisco, CA",-122.4129022,BuzzWorks,False,$$,4.5,141,
241,Bars,,,37.75539,"San Francisco, CA",-122.42292,Lone Palm,False,$$,4.0,384,
242,Cocktail Bars,Lounges,,37.7756490763694,"San Francisco, CA",-122.414981089532,Oddjob,False,$$,4.0,229,
243,Bars,American (Traditional),,37.77675,"San Francisco, CA",-122.43785,Fly Bar,False,$$,4.0,738,
244,Cocktail Bars,Jazz & Blues,Music Venues,37.7762308603436,"San Francisco, CA",-122.418455513492,Mr Tipple's Recording Studio,False,$$,4.0,260,
245,Dive Bars,Cocktail Bars,,37.7698246389627,"San Francisco, CA",-122.447996735573,Gold Cane Cocktail Lounge,False,$,4.0,250,
246,Lounges,,,37.78677,"San Francisco, CA",-122.41461,Rye,False,$$,4.0,1298,
247,Cocktail Bars,,,37.77365,"San Francisco, CA",-122.41733,Forgery,False,$$,4.0,76,
248,Lounges,Cocktail Bars,Sandwiches,37.78771,"San Francisco, CA",-122.41139,Bar 587,False,$$,4.5,221,
249,Bars,,,37.7611236529132,"San Francisco, CA",-122.419641427696,The Den,False,$,4.5,23,
250,Cocktail Bars,,,37.790209,"San Francisco, CA",-122.4071672,Tunnel Top,False,$$,4.0,802,
251,Bars,,,37.776865,"San Francisco, CA",-122.424384042054,Brass Tacks,False,$$,4.0,197,
252,Pubs,Music Venues,Breweries,46.803682978377,"Bismarck, ND",-100.774675673093,Laughing Sun Brewing,False,$,4.5,65,
253,Cocktail Bars,,,46.805691,"Bismarck, ND",-100.7839319,Luft Rooftop Beer Garden,False,$$,4.0,18,
254,Cocktail Bars,American (New),,46.805696,"Bismarck, ND",-100.784023,Humpback Sally's,False,$$,4.5,74,
255,Irish Pub,Fish & Chips,Sandwiches,46.80558,"Bismarck, ND",-100.78558,Blarney Stone Pub- Bismarck,False,$$,4.0,170,
256,Bars,Venues & Event Spaces,,46.8045857,"Bismarck, ND",-100.7882615,Borrowed Bucks Roadhouse,False,$$,2.5,6,
257,Sports Bars,,,46.8049474228964,"Bismarck, ND",-100.784450995736,Elbow Room,False,$,3.0,10,
258,Pizza,Sandwiches,Cocktail Bars,46.8056399,"Bismarck, ND",-100.78383,The Starving Rooster - Bismarck,False,$$,4.0,53,
259,Sports Bars,,,46.8028,"Bismarck, ND",-100.7853499,Sidelines Sports Bar,False,$$,3.5,4,
260,Pubs,,,46.7938427329903,"Bismarck, ND",-100.774570627786,Pub 21,False,$$,4.0,1,
261,Burgers,Beer Bar,,46.8071827,"Bismarck, ND",-100.7872701,JL Beers,False,$$,4.5,69,
262,Noodles,Bars,Soup,46.80569,"Bismarck, ND",-100.7886599,Noodlezip,False,$$,4.5,84,
263,American (New),Cocktail Bars,American (Traditional),46.8073601811633,"Bismarck, ND",-100.791332353967,Broadway Grill & Tavern,False,$$,4.0,45,
264,Pizza,Burgers,Bars,46.817873,"Bismarck, ND",-100.788034,The Walrus Restaurant,False,$$,4.0,90,
265,Bars,American (Traditional),Steakhouses,46.80559,"Bismarck, ND",-100.78485,Peacock Alley,False,$$,3.0,143,
266,Thai,Sushi Bars,Cocktail Bars,46.835669,"Bismarck, ND",-100.773884,Oahu Hawaiian BBQ Sushi Bar & Thai Cuisine,False,$$,4.0,112,
267,Chicken Wings,American (Traditional),Sports Bars,46.80348,"Bismarck, ND",-100.78819,Buffalo Wild Wings,False,$$,3.0,17,
268,Pizza,Beer Bar,,46.8324035739039,"Bismarck, ND",-100.776155591011,A&B Pizza - Bismarck,False,$,3.5,25,
269,American (Traditional),Sports Bars,Burgers,46.8010751,"Bismarck, ND",-100.788094,Applebee's Grill + Bar,False,$,2.5,11,
270,Beer Bar,American (New),,38.91011,"Overland Park, KS",-94.67407,Tabard's Ale House,False,$$,4.5,56,
271,Bars,Desserts,American (Traditional),38.930465,"Overland Park, KS",-94.669349,210 Bar and Grill,False,$$,4.5,5,
272,American (Traditional),Sports Bars,,38.89912,"Overland Park, KS",-94.66641,The Peanut,False,$$,4.0,124,
273,Pizza,Beer Bar,Tapas/Small Plates,38.9131249,"Overland Park, KS",-94.6712384,Local Tap,False,$,3.0,22,
274,Wine Bars,American (New),,38.91246,"Overland Park, KS",-94.66344,Louie's Wine Dive & Kitchen 119,False,$$,4.0,145,
275,Bars,American (New),,38.9127151,"Overland Park, KS",-94.6639671,Johnny's Tavern,False,$$,3.5,67,
276,Bars,American (New),Venues & Event Spaces,38.9366401216039,"Overland Park, KS",-94.6481646896063,Topgolf,False,$$,3.5,264,
277,Bars,Pool Halls,,38.9131241,"Overland Park, KS",-94.6712418,Red 8,False,$,3.0,3,
278,Bars,Sandwiches,American (Traditional),38.93964,"Overland Park, KS",-94.67211,Courtside Fresh Grill & Bar,False,$,4.0,1,
279,Barbeque,Bars,American (Traditional),38.929073,"Overland Park, KS",-94.685294,Q39 South,False,$$,4.5,706,
280,Sports Bars,Burgers,American (Traditional),38.9394700550005,"Overland Park, KS",-94.6693632711638,Fox & Hound,False,$$,3.0,106,
281,Bars,Dance Clubs,Music Venues,38.9130094,"Overland Park, KS",-94.6702098,Kanza Hall,False,$$,2.5,28,
282,American (Traditional),Bars,,38.915692967654,"Overland Park, KS",-94.6718136609909,Fuel-American Made Bar and Grill,False,$,3.0,44,
283,Sports Bars,American (Traditional),,38.9138778180446,"Overland Park, KS",-94.7025351,Tanner's Bar & Grill,False,$$,2.5,63,
284,Bars,American (Traditional),Burgers,38.928012,"Overland Park, KS",-94.66333,Fred P Ott's Bar & Grill,False,$$,2.5,44,
285,DJs,Karaoke,,38.946393,"Overland Park, KS",-94.6760395,JK Mobile DJs,False,$$,5.0,1,
286,Chicken Wings,Sports Bars,American (Traditional),38.935207502619,"Overland Park, KS",-94.6687290502948,Hooters,False,$$,2.5,68,
287,American (Traditional),Sports Bars,Burgers,38.928939123007,"Overland Park, KS",-94.6686746067286,Applebee's Grill + Bar,False,$$,3.0,42,
288,Venues & Event Spaces,Tapas/Small Plates,Cocktail Bars,38.91731,"Overland Park, KS",-94.64818,W XYZ Bar,False,$$,3.0,6,
289,American (Traditional),Bars,Tex-Mex,38.9124488830566,"Overland Park, KS",-94.6669006347656,Chili's,False,$$,3.5,40,
290,Sports Bars,Chicken Wings,American (Traditional),38.939341,"Overland Park, KS",-94.665896,Buffalo Wild Wings,False,$$,3.0,99,
291,Breweries,American (New),Bars,38.9169457517371,"Overland Park, KS",-94.6479813801056,Gordon Biersch Brewery Restaurant,False,$$,3.0,132,
292,Bars,Steakhouses,Seafood,38.91728,"Overland Park, KS",-94.64841,801 Chophouse Leawood,False,$$$$,4.5,134,
293,Seafood,Bars,,38.91353,"Overland Park, KS",-94.64833,Bristol Seafood Grill,False,$$$,4.5,333,
294,Dive Bars,,,38.4415166,"Santa Rosa, CA",-122.7144559,Kozy Kar Bar,False,$,3.5,60,
295,American (New),Cocktail Bars,,38.440490009644,"Santa Rosa, CA",-122.713060786551,Perch + Plow,False,$$,4.0,235,
296,Cocktail Bars,Pubs,Whiskey Bars,38.426688,"Santa Rosa, CA",-122.740146,Whiskey Tip,False,$$,3.5,120,
297,Dive Bars,,,38.4275608877231,"Santa Rosa, CA",-122.712000545404,The Zoo,False,$,4.0,30,
298,Dive Bars,,,38.4702110290527,"Santa Rosa, CA",-122.72200012207,Wagon Wheel,False,$,4.5,34,
299,Pubs,British,,38.43832,"Santa Rosa, CA",-122.72026,Toad In the Hole Pub,False,$$,4.0,254,
300,Pizza,Brewpubs,,38.4418,"Santa Rosa, CA",-122.71164,Russian River Brewing,False,$$,4.0,2873,
301,Comfort Food,Bars,,38.4377604,"Santa Rosa, CA",-122.720293,Jackson's Bar and Oven,False,$$,4.0,671,
302,Breweries,,,38.44193,"Santa Rosa, CA",-122.71558,3 Disciples Brewing,False,$,4.5,16,
303,Beer Bar,,,38.4421457325379,"Santa Rosa, CA",-122.715113049025,Local Barrel,False,$,4.0,41,
304,Bars,Seafood,American (New),38.44504,"Santa Rosa, CA",-122.70581,Bird & The Bottle,False,$$,4.5,671,
305,Sports Bars,American (Traditional),,38.4413263,"Santa Rosa, CA",-122.7142797,Ausiello's 5th Street Grill,False,$$,4.0,193,
306,"Beer, Wine & Spirits",Dive Bars,,38.44549,"Santa Rosa, CA",-122.71912,440 Club,False,$,3.5,54,
307,American (Traditional),Cocktail Bars,,38.44651,"Santa Rosa, CA",-122.718193,Gary's at the Belvedere,False,$$,3.5,125,
308,Pizza,Breweries,Gastropubs,38.459197,"Santa Rosa, CA",-122.717628,Steele & Hops,False,$$,4.0,270,
309,Breweries,,,38.4490610122016,"Santa Rosa, CA",-122.726990783964,Fogbelt Brewing Company,False,$$,4.0,231,
310,Breweries,,,38.475267,"Santa Rosa, CA",-122.735473,Cooperage Brewing Company,False,$,4.5,132,
311,Irish,Pubs,,38.4402336,"Santa Rosa, CA",-122.7147938,Stout Brothers Irish Pub & Restaurant,False,$$,3.5,284,
312,American (New),Bars,,38.44063,"Santa Rosa, CA",-122.71311,Beer Baron Bar & Kitchen,False,$$,3.5,250,
313,Dive Bars,,,38.4451421,"Santa Rosa, CA",-122.7172901,Round Robin,False,$,3.0,40,
314,Cafes,Pubs,Breakfast & Brunch,38.4433099,"Santa Rosa, CA",-122.71805,Brew,False,$,4.5,254,
315,American (New),Desserts,Cocktail Bars,38.437775,"Santa Rosa, CA",-122.72026,Jack & Tony's Restaurant & Whisky Bar,False,$$,3.5,386,
316,Pubs,Sports Bars,Music Venues,38.440947,"Santa Rosa, CA",-122.713475,Sweet Spot Pub & Lounge,False,$,3.5,100,
317,Sports Bars,Bowling,Arcades,38.46747,"Santa Rosa, CA",-122.74475,Epicenter,False,$$,3.5,207,
318,American (New),Bars,Gastropubs,38.4401752250452,"Santa Rosa, CA",-122.714865772342,Belly Left Coast Kitchen & Taproom,False,$$,3.5,494,
319,Breweries,American (Traditional),,38.4398307800293,"Santa Rosa, CA",-122.712478637695,Third Street AleWorks BrewPub,False,$$,3.5,605,
320,Wine Bars,American (Traditional),Cocktail Bars,38.472219,"Santa Rosa, CA",-122.7378231,The Nutty Bar & Restaurant,False,$$,3.0,28,
321,Steakhouses,Bars,Seafood,38.43883,"Santa Rosa, CA",-122.72322,Stark's,False,$$$,4.0,1097,
322,Lounges,American (New),,38.4412578937267,"Santa Rosa, CA",-122.744906544685,Remy's Bar & Grill,False,$$,3.5,94,
323,Music Venues,,,38.4513969421387,"Santa Rosa, CA",-122.688659667969,The Flamingo Lounge,False,$$,2.5,17,
324,Tacos,Cocktail Bars,,38.44236,"Santa Rosa, CA",-122.71591,The Tipsy Taco & Cantina,False,$$,3.5,99,
325,Vape Shops,Lounges,,38.440434,"Santa Rosa, CA",-122.711186,Smoke & Mirrors Vapor Lounge,False,$$,3.5,15,
326,Breweries,,,38.471657,"Santa Rosa, CA",-122.7445912,Moonlight Brewing,False,$,4.5,58,
327,Beer Bar,Delis,,38.4580302100082,"Santa Rosa, CA",-122.731877989147,Whole Foods Tap Room,False,$,4.0,16,
328,Breakfast & Brunch,American (New),Bars,38.4358099,"Santa Rosa, CA",-122.71886,Railroad Stop Bar & Kitchen,False,$$,3.5,135,
329,American (New),Breakfast & Brunch,Wine Bars,38.4329167,"Santa Rosa, CA",-122.715037,The Spinster Sisters,False,$$,4.0,883,
330,Sports Bars,American (Traditional),Eatertainment,38.46747,"Santa Rosa, CA",-122.74475,Victory House,False,$$,3.0,109,
331,Mexican,Sports Bars,,38.4219533606479,"Santa Rosa, CA",-122.714324918093,La Perla,False,$$,3.5,27,
332,Breakfast & Brunch,American (Traditional),Beer Bar,38.44542,"Santa Rosa, CA",-122.71799,Adel's Restaurant,False,$$,3.5,214,
333,American (Traditional),Sports Bars,Burgers,38.41706,"Santa Rosa, CA",-122.713132,Applebee's Grill + Bar,False,$$,2.5,126,
334,Pizza,Wine Bars,Italian,38.4490106,"Santa Rosa, CA",-122.7266713,Cibo Rustico Pizzeria,False,$$,4.5,216,
335,Vietnamese,Noodles,Beer Bar,38.43363,"Santa Rosa, CA",-122.72703,Pho Crazy,False,$$,4.0,143,
336,Wine Bars,Pizza,Italian,38.4421731104132,"Santa Rosa, CA",-122.703468424461,Rosso Pizzeria & Wine Bar,False,$$,4.0,650,
337,American (New),Breweries,Pizza,38.458443,"Santa Rosa, CA",-122.729828,BJ's Restaurant & Brewhouse,False,$$,2.5,733,
338,Pubs,Breweries,,30.31098,"Austin, TX",-97.74283,Draught House Pub & Brewery,False,$$,4.5,553,
339,Dive Bars,Cocktail Bars,,30.2798841,"Austin, TX",-97.7421312,Dive Bar and Lounge,False,$,4.5,141,
340,Beer Bar,Pubs,,30.30189,"Austin, TX",-97.73936,Back Lot,False,$,5.0,19,
341,Music Venues,Dive Bars,,30.29005,"Austin, TX",-97.74161,Hole in the Wall,False,$,4.0,178,
342,Dive Bars,Music Venues,,30.33267,"Austin, TX",-97.77661,Dry Creek Cafe & Boat Dock,False,$,4.5,55,
343,Dive Bars,,,30.2778909,"Austin, TX",-97.7724955,Deep Eddy Cabaret,False,$,4.5,93,
344,Vegan,Beer Bar,Gastropubs,30.2966658,"Austin, TX",-97.7676046,The Beer Plant,False,$$,4.0,323,
345,Dive Bars,Music Venues,,30.329585,"Austin, TX",-97.740064,The Little Longhorn Saloon,False,$,4.5,198,
346,American (Traditional),Cocktail Bars,Venues & Event Spaces,30.3151275,"Austin, TX",-97.7417583,Stinson's,False,$,4.0,169,
347,Pubs,French,Gastropubs,30.2985538576336,"Austin, TX",-97.7409893637848,Hopfields,False,$$,4.0,435,
348,Pubs,,,30.2924600026945,"Austin, TX",-97.7357137160887,Crown and Anchor Pub,False,$,4.0,271,
349,Pubs,American (Traditional),Chicken Wings,30.2955795,"Austin, TX",-97.7434722,Growler USA - Austin,False,$$,4.5,75,
350,Music Venues,Lounges,,30.2953743,"Austin, TX",-97.7420442,Spider House Ballroom,False,$,4.0,62,
351,Dive Bars,,,30.2756075728875,"Austin, TX",-97.7420997619629,The Cloak Room,False,$,3.5,77,
352,Breweries,Bars,Wineries,30.32317,"Austin, TX",-97.72758,Texas Sake,False,$$,4.5,29,
353,Bars,Music Venues,,30.2861233893208,"Austin, TX",-97.7410697937012,Cactus Cafe,False,$$,4.5,53,
354,Bars,,,30.29283,"Austin, TX",-97.7417399,Love Goat,False,$,3.5,26,
355,Wine Bars,American (New),Cocktail Bars,30.3069966,"Austin, TX",-97.7352997,Vino Vino,False,$$,4.0,517,
356,American (Traditional),Pubs,,30.3220291137695,"Austin, TX",-97.7397613525391,Billy's on Burnet,False,$,4.0,361,
357,Pubs,,,30.2915658,"Austin, TX",-97.7414793,The Local Pub and Patio,False,$,3.5,75,
358,Lounges,Cafes,,30.31866,"Austin, TX",-97.73144,SquareRüt Kava Bar,False,$$,4.0,34,
359,American (New),Sports Bars,,30.2761773651651,"Austin, TX",-97.7656084588242,Cover 3,False,$$,4.0,147,
360,Tiki Bars,Pubs,Burgers,30.2778,"Austin, TX",-97.7725899,Pool Burger,False,$$,3.5,56,
361,Southern,American (New),Cocktail Bars,30.2799,"Austin, TX",-97.74367,Olamaie,False,$$$,4.0,361,
362,American (Traditional),Sports Bars,,30.28768,"Austin, TX",-97.74448,Cain and Abel's,False,$,3.0,102,
363,Sports Bars,Burgers,German,30.2773110437902,"Austin, TX",-97.7365262639869,Scholz Garten,False,$$,3.5,295,
364,Cafes,Cocktail Bars,,30.295505,"Austin, TX",-97.741761,Spider House Cafe & Ballroom,False,$,3.5,709,
365,Bars,Pizza,,30.28708,"Austin, TX",-97.74186,The Drag Bar,False,$,3.5,6,
366,Beer Bar,Tours,Breweries,30.25841,"Austin, TX",-97.71143,Bike & Brew ATX,False,$$,5.0,9,
367,Breakfast & Brunch,Bars,American (Traditional),30.29493,"Austin, TX",-97.78381,Abel's On the Lake,False,$$,2.5,553,
368,Sandwiches,American (Traditional),Sports Bars,30.3059953,"Austin, TX",-97.7443195,Doc's Motorworks 38th,False,$$,3.5,124,
369,Bars,Burgers,American (Traditional),30.29142,"Austin, TX",-97.73465,Posse East,False,$,4.0,103,
370,Pizza,Bars,,30.30873,"Austin, TX",-97.73406,The Parlor,False,$$,3.5,206,
371,Sports Bars,American (Traditional),,30.329127876655,"Austin, TX",-97.7395716792886,Little Woodrow's ,False,$,3.0,65,
372,American (Traditional),Bars,,30.27696,"Austin, TX",-97.74197,Texas Chili Parlor,False,$,3.5,675,
373,Music Venues,,,30.28916,"Austin, TX",-97.74079,Austin City Limits Studio,False,$,4.5,12,
374,Mexican,Cocktail Bars,Beer Bar,30.330914,"Austin, TX",-97.740225,Taco Flats,False,$$,4.0,367,
375,American (Traditional),Chicken Wings,Sports Bars,30.2862846755023,"Austin, TX",-97.7449311760574,Pluckers,False,$$,3.5,372,
376,Sports Bars,Burgers,Sandwiches,30.277075,"Austin, TX",-97.7511169,The Tavern,False,$$,3.5,306,
377,Sports Bars,Tex-Mex,Burgers,30.27973,"Austin, TX",-97.74147,El Mercado,False,$,3.0,215,
378,Sports Bars,,,30.29283,"Austin, TX",-97.7417399,The Rooftop Bar,False,$,2.0,5,
379,Pizza,Brewpubs,,30.3187905381179,"Austin, TX",-97.7391115483136,Pinthouse Pizza,False,$$,4.0,896,
380,Tex-Mex,Bars,American (New),30.295775,"Austin, TX",-97.741048,Trudy's,False,$$,3.5,892,
381,Pizza,Gluten-Free,Sports Bars,30.29208,"Austin, TX",-97.7343,The Varsity Pizza & Pints,False,$,3.0,33,
382,American (New),Wine Bars,,30.275848,"Austin, TX",-97.752427,Wink,False,$$$,4.0,772,
383,Hookah Bars,,,30.2879009246826,"Austin, TX",-97.7470092773438,Arab Cowboy Cafe & Hookah Lounge,False,$$,3.5,83,
384,Cafes,Beer Bar,,30.3308099,"Austin, TX",-97.731889,Thunderbird Cafe & Tap Room,False,$,3.5,423,
385,Hookah Bars,Venues & Event Spaces,,30.29519,"Austin, TX",-97.73654,Lone Star Hookahs and Events,False,$,4.5,10,
386,Music Venues,Performing Arts,,30.2857755454267,"Austin, TX",-97.7313145589997,Bass Concert Hall,False,$$,3.5,146,
387,Bars,,,43.5453401,"Sioux Falls, SD",-96.7269349,Carpenter Bar,False,$$,4.5,10,
388,Irish Pub,,,43.5436371,"Sioux Falls, SD",-96.7270562,The Blarney Stone Pub - Sioux Falls,False,$,4.5,42,
389,Breweries,American (New),Beer Bar,43.5487672690635,"Sioux Falls, SD",-96.721736108385,Monk's House of Ale Repute and Gandy Dancer Brew Works,False,$$,4.0,121,
390,Burgers,Beer Bar,,43.5136638271034,"Sioux Falls, SD",-96.7532666835643,TapHouse 41,False,$$,4.5,213,
391,Pubs,American (Traditional),,43.543655,"Sioux Falls, SD",-96.724361,TommyJack's Pub,False,$,4.5,15,
392,Bars,Dance Clubs,American (Traditional),43.551084,"Sioux Falls, SD",-96.728098,Wiley's Tavern,False,$,3.0,33,
393,Breweries,,,43.5484851,"Sioux Falls, SD",-96.7221481,Remedy Brewing,False,$$,4.5,23,
394,Breweries,,,43.546962,"Sioux Falls, SD",-96.727233,WoodGrain Brewing Company,False,$,4.5,32,
395,American (New),Coffee & Tea,Bars,43.5498475519912,"Sioux Falls, SD",-96.7238033227539,Ode to Food and Drinks,False,$$,4.5,97,
396,American (Traditional),Bars,,43.54892,"Sioux Falls, SD",-96.72458,Falls Landing Restaurant,False,$$,4.0,20,
397,Bars,American (Traditional),,43.54629,"Sioux Falls, SD",-96.726376,Pave,False,$$,3.0,20,
398,Beer Bar,,,43.5490799,"Sioux Falls, SD",-96.72017,Fernson on 8th,False,$$,4.5,15,
399,Lounges,,,43.5626546051064,"Sioux Falls, SD",-96.7481569200754,Waters Edge Bar,False,$$,3.5,3,
400,Cigar Bars,,,43.5444437719127,"Sioux Falls, SD",-96.7247210341744,Stogeez Cigar Lounge,False,$$,4.5,15,
401,Sports Bars,,,43.54512,"Sioux Falls, SD",-96.72636,Lucky's,False,$$,2.5,12,
402,Bars,American (New),,43.5454341,"Sioux Falls, SD",-96.7262689,Crawford's Bar & Grill,False,$$,3.5,77,
403,Lounges,Venues & Event Spaces,,43.5515651863376,"Sioux Falls, SD",-96.7281228303909,Icon Lounge + Events,False,$$,3.5,9,
404,Sandwiches,Salad,Beer Bar,43.554123,"Sioux Falls, SD",-96.727947,Bread & Circus Sandwich Kitchen,False,$$,4.5,85,
405,Bars,American (Traditional),,43.5300793,"Sioux Falls, SD",-96.7510322,Grille 26,False,$$,4.0,135,
406,Gay Bars,Dance Clubs,Karaoke,43.5461349,"Sioux Falls, SD",-96.7286843,Club David,False,$,3.0,3,
407,Burgers,Pubs,,43.54389,"Sioux Falls, SD",-96.72723,JL Beers,False,$$,4.0,170,
408,Pizza,American (Traditional),Sports Bars,43.51438,"Sioux Falls, SD",-96.74173,The 18th Amendment,False,$$,3.5,30,
409,Wine Bars,Cheese Shops,,43.551458,"Sioux Falls, SD",-96.7251729,The Market,False,$$,4.0,32,
410,American (Traditional),Bars,,43.54555,"Sioux Falls, SD",-96.72785,Parker's Bistro,False,$$$,4.0,74,
411,Pool Halls,,,43.5180501,"Sioux Falls, SD",-96.7311151,Nickel Spot,False,$$,4.0,3,
412,Burgers,Beer Bar,Sandwiches,43.5115480993749,"Sioux Falls, SD",-96.7516668488489,JL Beers,False,$,4.0,26,
413,Bars,American (Traditional),Piano Bars,43.544492572546,"Sioux Falls, SD",-96.7268601804972,Paramount Cocktails & Food,False,$$,3.5,18,
414,Coffee Roasteries,Beer Bar,,43.5520153,"Sioux Falls, SD",-96.7270086,The Source Coffee Roastery + Taproom,False,$$,4.5,2,
415,Pool Halls,Sports Bars,,43.5448786,"Sioux Falls, SD",-96.7560316,JJ's Billiards,False,$$,4.0,1,
416,Chicken Wings,American (Traditional),Sports Bars,43.55815,"Sioux Falls, SD",-96.7482,Buffalo Wild Wings,False,$$,2.5,37,
